romaji_title,english_title,native_title,description,genres,episodes,start_date,end_date,average_score,popularity,image_url
Ashita no Nadja,Ashita no Nadja,明日のナージャ,"This story takes place about one hundred years ago. Nadja is a bright, cheerful girl who was raised in an orphanage near London, England. Nadja was entrusted to the orphanage when she was a baby. So she thought her father and mother were dead. But before her thirteenth birthday, she found out that her mother might be alive..<br><br>
Nadja sets out on a journey to find her mother! With all of Europe as the stage, Nadja's exciting adventure begins!<br><br>
(Source: AniDB)","Adventure, Drama, Romance",50.0,2003-2-2,2004-1-25,74.0,9373,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1946-MLn2pjGSGhHJ.png
Ikkitousen: Dragon Destiny,Ikki Tousen: Dragon Destiny,一騎当千 Dragon Destiny,"Loosely based on the novel 'Romance of the three kingdoms', modern day Japan sees a similar struggle for power between different rival schools with the three strongest being; Kyosho Academy led by Sousou Moutoku, Nanyo Academy by Sonsaku Hakufu and Ryuubi Gentoku from Seito High School. Together these three tousei, each with their own mangatama, fight for the honour of becoming ikki tousen and fulfilling their fated destiny through battle and conquest.<br><br>
(Source: Anime News Network)","Action, Ecchi",12.0,2007-2-26,2007-5-14,63.0,11874,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1956-qayV3luUKfkg.jpg
Sore Ike! Anpanman,Sore Ike! Anpanman,それいけ!アンパンマン,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished.
<br><br>
(Source: Anime News Network)","Comedy, Fantasy",,1988-10-3,,64.0,1187,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1960-ueSmUxBXWuFK.jpg
Chikyuu Bouei Kazoku,The Daichis - Earth's Defense Family,地球防衛家族,"The Daichis are a family in danger of tearing itself apart. Dissatisfied and money obsessed mom Seiko has served wimpy and otaku dad Mamoru with divorce papers. Daughter Nozomi who has always been saddled with all the housework, feels pained that everyone is using her. The youngest albeit most foul mouthed, Dai is forced to watch all this as everything is going to pieces. However when the Galaxy Federation recruits the Daichis to combat alien threats to the wellbeing of the Earth, it will be a chance for the family to save the world and maybe themselves.
<br><br>
(Source: Anime News Network)","Action, Comedy, Sci-Fi",13.0,2001-1-9,2001-3-29,67.0,1143,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1962-yb0mwjWCC4WU.jpg
sola,sola,sola,"Sola's story revolves around Yorito Morimiya, the main protagonist, who is a young boy attending high school. He loves taking pictures of the sky at any time of day and any time of the year. One day, Yorito decides to take a picture of the sunrise overlooking the bay, but is deterred when he meets a strange girl trying to force a vending machine that stole her money to give her what she tried to buy&mdash;a can of tomato juice. Yorito helps her with forcing the machine while attempting to strike up conversation with her, despite it being four in the morning. Yorito tells her why he is here, but by the time he has forced the can out of the machine, the girl has mysteriously vanished.<br><br>
(Source: Wikipedia)","Drama, Romance, Slice of Life, Supernatural",13.0,2007-4-7,2007-6-30,67.0,16260,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1965-lWBpcTni9PS9.png
Meitantei Holmes,Sherlock Hound,名探偵ホームズ,"This story takes place at the end of the 19th century in London. A famous dog detective, Sherlock Hound, was relaxing with his pipe... Dr. Watson is, of course, with Sherlock. The night is very foggy. From the light of a street gas lamp, one can only see for a few yards. From the distance, a coach comes dashing towards Baker Street and stops in front of Hound's flat. Someone violently knocks at the door. ""Watson, something's afoot!!"" Hound in his well-known deer stalker hat and Inverness cape, leaves his flat in his prototype Benz with Dr. Watson.<br><br>
(Source: Crunchyroll)","Adventure, Comedy, Mystery",26.0,1984-11-6,1985-5-21,71.0,4430,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1972-r2VNEnzoA7P7.jpg
Glass no Kamen (2005),Glass Mask (2005),ガラスの仮面 (2005),"Two Girls. One Dream. And the entire world for a stage.<br><br>
At 13 years old, Maya Kitajima seems destined to spend the rest of her life toiling in a crowded restaurant alongside her bitter and unstable mother. But when her incredible acting talent is discovered by the legendary diva Chigusa Tsukikage, Maya finds a new future filled with both golden opportunities and terrifying risks. <br><br>
For Ayumi Himekawa, success has always been assured, yet she longs to be recognized for her own talents and skills, not her famous parents' connections. <br><br>
For both, the ultimate prize is the role of The Crimson Goddess in the play of the same name, a part created by Chigusa. To achieve this goal, both Maya and Ayumi must seek out and conquer every acting challenge, pushing the limits of their talent and endurance to the utmost, until they are worthy of the part&hellip;<br><br>
But for one to win, the other must fail! <br><br>
(Source: Sentai Filmworks)",Drama,51.0,2005-4-6,2006-3-29,77.0,8005,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx1974-PzoEQUA7jnRS.jpg
Tri-Zenon,Invincible King Tri-Zenon,無敵王トライゼノン,"During the Edo Period, 3 mysterious space capsules were sent down to earth. Fear that it might bring chaos to the earth, the humans at that time buried these 3 objects down beneath the ground and entrusted a piece of descriptive map to the Kamui family. Today, these 3 objects were awaken one by one. The first to awaken, Tri-Zenon, one of the Zenon Guardians is now driven by the descendant of the Kamui family, Akira Kamui, his brother Ai Kamui and his friend Kanna. Aliens who descend to earth with a purpose will now have to face Tri-Zenon.","Mecha, Sci-Fi",22.0,2000-10-14,2001-3-17,60.0,784,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1975.jpg
UFO Robo Grendizer,UFO Robo Grendizer,ＵＦＯロボグレンダイザー,"Duke Fleed is a survivor of the Fleed Planet who is escaped to the Earth, onboard a mysterious ""spaceship"", where is raised by Dr. Umon as his adoptive son, and known as Daisuke Umon. Years after his arrival, he's faced with the threat of King Vega and his army, who want to conquer the Earth. With his friends Koji and Hikaru (and later his younger sister Maria Grace), Duke decides to fight back using his best weapon - the almighty Grendizer.",Mecha,74.0,1975-10-5,1977-2-27,70.0,3510,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1985-BB32YokamiRs.jpg
Wakusei Robo Danguard Ace,Dangard Ace,惑星ロボ ダンガードA[エース],"In order to explore the newly discovered planet, Promethe, there are many projects are running all over the world.<br><br>
Here in Japan, under the direction of Dr. Oedo, ""Space Carrier Jasdum"" and ""Planet Robot Dangard A"" are being built. Ichimonji Takuma is a candidate for the pilot of Dangard A. His father, Ichimonji Dantetsu, was a famous space pilot.<br><br>
However, Dantetsu went missing after a mysterious accident, and the people blamed him for the accident. In order to clear his name, Takuma is trying to become a space pilot and succeed in the project. Will Takuma become the pilot?","Mecha, Sci-Fi",56.0,1977-3-6,1978-3-26,63.0,777,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1986.jpg
Himawari!!,Himawari Too!!,ひまわりっ！！,"Himawari is back in all her comical ninja mischief. The sequel to Himiwari continues with the many odd and hilarious adventures of Himawari, Hayate and her Ninja classmates. Season two delves into Himawari and Hayate's Past. Will new secrets be revealed? Will Himawari finally find out about her past and the mysterious ninja that saved her when she was little?
<br><br>
(Source: Anime News Network)","Comedy, Romance",13.0,2007-1-7,2007-4-1,61.0,2115,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1988.jpg
Juusou Kikou Dancougar Nova,Juusou Kikou Dancougar Nova,獣装機攻ダンクーガノヴァ,"In the 22nd century, there are no longer any world wide wars. Instead, small scale wars break out all over the Earth. Meanwhile, a large robot appears who protects the weak. It is called ""Dancougar Nova"". Some even call it God. <br><br>
However, no one knows the reason for its existence - not even its pilots. <br>
Then, another robot, beyond anyone's expectations, reveals itself as the true enemy and begins its attack on the Earth. <br><br>
Dancougar Nova retaliates against this enemy with a power that was kept secret until now. Will Dancougar Nova be able to save the Earth? The prelude to this explosive confrontation rings out. <br><br>
(Source: AnimeNfo)",Mecha,12.0,2007-2-15,2007-5-3,58.0,1672,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1991.jpg
Tengen Toppa Gurren Lagann,Gurren Lagann,天元突破グレンラガン,"In a far away future, mankind lives underground in huge caves, unknowing of a world above with a sky and stars.<br><br>
In the small village of Jiha, Simon, a shy boy who works as a digger discovers a strange glowing object during excavation. The enterprising Kamina, a young man with a pair of rakish sunglasses and the passion of a firey sun, befriends Simon and forms a small band of brothers, the Gurren Brigade, to escape the village and break through the ceiling of the cave to reach the surface, which few believe exist.<br><br>
The village elder won't hear of such foolishness and punishes the Brigade. However, when disaster strikes from the world above and the entire village is in jeopardy, it's up to Simon, Kamina, a girl with a big gun named Yoko, and the small yet sturdy robot, Lagann, to save the day.<br><br>
The new friends journey to the world above and find that the surface is a harsh battlefield, and it's up to them to fight back against the rampaging Beastmen to turn the tide in the humans' favor! Pierce the heavens, Gurren Lagann!","Action, Comedy, Drama, Mecha, Romance, Sci-Fi",27.0,2007-4-1,2007-9-30,85.0,309264,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx2001-XwRnjzGeFWRQ.png
Heroic Age,Heroic Age,ヒロイック・エイジ,"When the Golden Race invited other races to join them in the stars, three sentient races answered their call. The Goldens called them the Bronze, Silver and Heroic Tribes. Just before the Gold Tribe left to travel to another Universe, a fourth race appeared, traveling to the stars on their own accomplishments. The Golds named the human race the Iron Tribe. During the passing of time, humanity suffers at the hands of the more dominant races and is now facing extinction. Following a prophecy left by the Gold Tribe, Princess Deianeira sets out to search for the powerful being who might be able to save humankind. She meets a wild haired boy on an abandoned planet - a fateful encounter that will not only change the fortunes of Humanity, but also the fate of the universe.<br><br>
(Source: AniDB)","Action, Mecha, Sci-Fi",26.0,2007-4-2,2007-10-1,71.0,17581,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx2002-sQ6vkoTLbZV3.png
